DCID,Permit Number,Program Name,Facility Type,Program Type,Street Address,Borough,Zip Code,Phone Number,Child Age Range,Children Allowed in Care,Administer Medication,BIN,BBL,Community Board,Council District,Census Tract,NTA Code,Latitude,Longitude
DC40346,105656.0,LET'S PLAY AND LEARN,GCC,PRESCHOOL,371 4TH AVE,BROOKLYN,11215,(347) 916-0221,2 YEARS - 5 YEARS,45,No,3413788.0,3009870001.0,306.0,39.0,13700.0,BK37,40.672477861146,-73.986932001748
DC3089,4719.0,THE HUDSON GUILD,GCC,PRESCHOOL,441 WEST 26 STREET,MANHATTAN,10001,(212) 760-9830,2 YEARS - 5 YEARS,22,No,1012827.0,1007240010.0,104.0,3.0,9700.0,MN13,40.749189402732,-74.001815393486
DC21701,63277.0,"URBAN CONCEPTS OF NY ROUND THE CLOCK NURSERY, INC.",GCC,PRESCHOOL,300 WEST 145TH STREET,MANHATTAN,10039,(212) 862-2273,2 YEARS - 5 YEARS,58,No,1060788.0,1020447501.0,110.0,9.0,25900.0,MN03,40.822885116503,-73.942070448103
DC39144,105397.0,KINDERCARE EDUCATION LLC,GCC,INFANT TODDLER,802 UNION ST,BROOKLYN,11215,(718) 398-1813,0 YEARS - 2 YEARS,80,No,3020198.0,3009577502.0,306.0,39.0,15700.0,BK37,40.674614250155,-73.975885613252
DC1079,,YESHIVA K'TANA,SBCC,PRESCHOOL,1791-1781 OCEAN PARKWAY,BROOKLYN,11223,(718) 645-0536,3 YEARS - 5 YEARS,NO DATA,No,3177472.0,3066630046.0,315.0,44.0,41800.0,BK25,40.605031769059,-73.966828340667
DC43979,106565.0,PLAYTO BATTERY PARK LLC,GCC,INFANT TODDLER,2 SOUTH END AVENUE,MANHATTAN,10280,(212) 590-2445,0 YEARS - 2 YEARS,17,No,1082813.0,1000167511.0,101.0,1.0,31704.0,MN25,40.708030296734,-74.017655751713
DC2523,,SACRED HEART SCHOOL,SBCC,PRESCHOOL,115-50 221 STREET,QUEENS,11411,(718) 527-0123,3 YEARS - 5 YEARS,26,No,4243292.0,4112840001.0,413.0,27.0,59600.0,QN33,40.698705824692,-73.737270579685
DC18838,7907.0,Eisman Day Nursery,GCC,PRESCHOOL,1794 FIRST AVENUE,MANHATTAN,10128,(212) 876-9200,2 YEARS - 5 YEARS,60,No,1076333.0,1015730020.0,108.0,8.0,15200.0,MN32,40.781194405238,-73.946205201333
DC2579,2049.0,COLUMBIA GREENHOUSE NURSERY SCHOOL,GCC,PRESCHOOL,404 WEST 116 STREET,MANHATTAN,10027,(212) 666-4796,2 YEARS - 5 YEARS,50,No,1056054.0,1018670064.0,109.0,7.0,20101.0,MN09,40.806185350975,-73.959571868946
DC21635,8319.0,YOUNGERMUSIK,GCC,PRESCHOOL,5735 KINGS HIGHWAY,BROOKLYN,11203,(888) 396-8745,2 YEARS - 5 YEARS,26,No,3323100.0,3047050022.0,317.0,42.0,93600.0,BK96,40.651504716696,-73.923198824617
DC21672,8239.0,IRA'S BRIARWOOD DAY CARE & PRESCHOOL INC.,GCC,PRESCHOOL,139-76 85 DRIVE,QUEENS,11435,(718) 739-6500,2 YEARS - 5 YEARS,79,No,4440741.0,4097100037.0,408.0,24.0,21400.0,QN35,40.708935342837,-73.814336010211
DC2854,6525.0,"HOME SWEET HOME CHILDREN'S SCHOOL,INC.",GCC,PRESCHOOL,196-17 53 AVENUE,QUEENS,11365,(718) 357-9738,2 YEARS - 5 YEARS,70,No,4158441.0,4073750044.0,411.0,20.0,142900.0,QN48,40.747692587454,-73.782161077994
DC23053,103863.0,YOUNG RISERS LLC,GCC,PRESCHOOL,402 56TH STREET,BROOKLYN,11220,(718) 439-4817,2 YEARS - 5 YEARS,17,No,3015314.0,3008390010.0,307.0,38.0,7400.0,BK32,40.642842156848,-74.015660192735
DC40567,105602.0,CONGREGATION BNOS CHAYA,GCC,INFANT TODDLER,4511 14TH AVENUE,BROOKLYN,11219,(718) 851-1212,0 YEARS - 2 YEARS,27,No,3136756.0,3056180004.0,312.0,44.0,23200.0,BK88,40.635802201865,-73.987703042472
DC21141,8305.0,LITTLE SCHOLARS EARLY DEVELOPMENT CENTER LLC,GCC,PRESCHOOL,850 JENNINGS STREET,BRONX,10459,(718) 887-3963,2 YEARS - 5 YEARS,19,No,2010275.0,2029650100.0,203.0,17.0,15300.0,BX75,40.832292164333,-73.893389851756
DC1393,,ST. JOHN'S EVANGELICAL LUTHERAN CHURCH AND SCHOOL,SBCC,PRESCHOOL,663 MANOR ROAD,STATEN ISLAND,10314,(718) 761-1858,3 YEARS - 5 YEARS,NO DATA,No,5106922.0,5007070243.0,501.0,49.0,16901.0,SI07,40.611073497271,-74.121756957298
DC24981,67778.0,HAPPY SCHOLARS,GCC,PRESCHOOL,7806-08 NEW UTRECHT AVENUE,BROOKLYN,11214,(718) 256-0050,2 YEARS - 5 YEARS,55,No,3162090.0,3062590037.0,311.0,38.0,18200.0,BK28,40.613240737057,-74.000677129698
DC40221,105519.0,Aleph Daycare Inc,GCC,PRESCHOOL,975 E 13TH ST,BROOKLYN,11230,(347) 267-0263,2 YEARS - 5 YEARS,105,No,3179572.0,3067060048.0,314.0,44.0,53000.0,BK43,40.625825216893,-73.963399254758
DC14456,2253.0,Hebrew Educational Society of Brooklyn,GCC,PRESCHOOL,9502 SEAVIEW AVENUE,BROOKLYN,11236,(718) 241-3000,2 YEARS - 5 YEARS,111,No,3235056.0,3083180008.0,318.0,46.0,102800.0,BK50,40.632800565609,-73.891220225729
DC32633,,YESHIVATH RABBI SAMSON RAPHAEL HIRSCH,SBCC,PRESCHOOL,85-93 BENNETT AVENUE,MANHATTAN,10033,(212) 568-6200,3 YEARS - 5 YEARS,NO DATA,No,1081887.0,1021800135.0,112.0,10.0,27100.0,MN35,40.852955642202,-73.935385722762
DC14416,7404.0,"HAMILTON - MADISON HOUSE, INC.",GCC,PRESCHOOL,253 SOUTH STREET,MANHATTAN,10002,(212) 406-7570,2 YEARS - 5 YEARS,52,No,1085945.0,1002480015.0,103.0,1.0,600.0,MN28,40.709993777281,-73.990553262343
DC38196,105440.0,ROYAL CROWN INTERNATIONAL LLC,GCC,PRESCHOOL,139-20 34 AVENUE,QUEENS,11354,(646) 495-7777,2 YEARS - 5 YEARS,119,No,4618660.0,4049570033.0,407.0,20.0,88901.0,QN22,40.767121799772,-73.828501723176
DC39343,,LEARN AND EXPLORE ACADEMY,SBCC,PRESCHOOL,1123 OCEAN VIEW AVENUE,BROOKLYN,11235,(718) 509-4900,3 YEARS - 5 YEARS,NO DATA,No,3245587.0,3087140733.0,313.0,48.0,61004.0,BK19,40.579235021121,-73.955159484069
DC22379,48297.0,"BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.",GCC,PRESCHOOL,6409 20TH AVENUE,BROOKLYN,11204,(718) 331-8809,2 YEARS - 5 YEARS,72,No,3133622.0,3055490005.0,311.0,43.0,25400.0,BK28,40.616989178836,-73.985354443795
DC1554,7013.0,CHAI TOTS,GCC,PRESCHOOL,70 PROSPECT PARK WEST,BROOKLYN,11215,(718) 499-0836,2 YEARS - 5 YEARS,47,No,3025377.0,3010790040.0,306.0,39.0,16500.0,BK37,40.668309030931,-73.97376110561
DC36350,104382.0,KINDERCARE EDUCATION AT WORK LLC,GCC,INFANT TODDLER,311 GREENWICH  STREET,MANHATTAN,10013,(212) 962-1316,0 YEARS - 2 YEARS,88,No,1075706.0,1001407502.0,101.0,1.0,2100.0,MN24,40.716737549302,-74.010861785488
DC12233,7429.0,STRAWBERRY PATCH DAY CARE  INC.,GCC,INFANT TODDLER,2007 LINDEN BOULEVARD,BROOKLYN,11207,(718) 257-7555,0 YEARS - 2 YEARS,16,No,3097353.0,3043250024.0,305.0,42.0,110400.0,BK82,40.659573127601,-73.888314611413
DC12181,,YESHIVA KEHILATH YAKOV,SBCC,PRESCHOOL,206 WILSON STREET,BROOKLYN,11211,(718) 963-1212,2 YEARS - 5 YEARS,NO DATA,No,3059981.0,3021830021.0,301.0,34.0,53500.0,BK72,40.706970676271,-73.95996770851
DC149,6703.0,"HIGHLIGHTS ACADEMY, INC.",GCC,PRESCHOOL,1688 PRESIDENT STREET,BROOKLYN,11213,(718) 953-5555,2 YEARS - 5 YEARS,91,No,3037942.0,3014080037.0,309.0,35.0,35100.0,BK61,40.667023595714,-73.931702327589
DC33590,103836.0,MARC  ACADEMY AND FAMILY CENTER,GCC,PRESCHOOL,2863 WEBSTER AVENUE,BRONX,10458,(718) 562-6080,2 YEARS - 5 YEARS,187,No,2016419.0,2032790050.0,207.0,15.0,40702.0,BX05,40.866924594376,-73.884215699539
DC33811,104345.0,LITTLE SCHOLARS LEARNING CENTER IV,GCC,PRESCHOOL,4123 AVENUE U,BROOKLYN,11234,(718) 210-3233,2 YEARS - 5 YEARS,68,No,3241899.0,3085410001.0,318.0,46.0,66200.0,BK45,40.608966495006,-73.923860209074
DC42394,106170.0,JOY KID'S LEARNING HOUSE INC.,GCC,INFANT TODDLER,213-54 35 AVENUE,QUEENS,11361,(917) 207-1207,0 YEARS - 2 YEARS,16,No,4136512.0,4061730013.0,411.0,19.0,112300.0,QN46,40.769024535226,-73.773455379812
DC37464,104631.0,MCCARTON ACHIEVEMENT CENTER,GCC,PRESCHOOL,1909 LONGFELLOW AVENUE,BRONX,10460,(347) 497-3998,2 YEARS - 5 YEARS,90,No,2120210.0,2030047501.0,206.0,15.0,35900.0,BX17,40.839104597375,-73.882139253505
DC41342,106364.0,"Bright Horizons Children's Centers, LLC",GCC,INFANT TODDLER,4 METROTECH CENTER,BROOKLYN,11201,(917) 363-5649,0 YEARS - 2 YEARS,13,No,3319505.0,3020590001.0,302.0,33.0,1500.0,BK38,40.693645148689,-73.983689546663
DC40139,,HARLEM VILLAGE ACADEMY WEST ELEMENTARY SCHOOL,SBCC,PRESCHOOL,74 WEST  124 STREET,MANHATTAN,10027,(646) 812-9700,3 YEARS - 5 YEARS,NO DATA,No,1053438.0,1017210070.0,110.0,9.0,20000.0,MN11,40.806711827458,-73.945104431326
DC12259,7405.0,STAR  AMERICA  M  INC.,GCC,INFANT TODDLER,780 8 AVENUE,MANHATTAN,10036,(212) 262-4896,0 YEARS - 2 YEARS,33,No,1086225.0,1010190001.0,105.0,3.0,12500.0,MN17,40.760735909332,-73.987217838913
DC14302,4765.0,THE FAMILY ANNEX INC.,GCC,INFANT TODDLER,560 WEST 113 STREET,MANHATTAN,10025,(212) 749-3271,0 YEARS - 2 YEARS,11,No,1057013.0,1018840058.0,109.0,7.0,19900.0,MN09,40.805717624854,-73.964488371203
DC1826,2894.0,BRONX BAPTIST DAY CARE & LEARNING CENTER,GCC,PRESCHOOL,331 EAST 187 STREET,BRONX,10458,(718) 933-4095,2 YEARS - 5 YEARS,55,No,2010996.0,2030220048.0,205.0,15.0,39902.0,BX05,40.85973067272,-73.895702780258
DC2414,411.0,THE BRICK PRESBYTERIAN CHURCH IN THE CITY OF NEW YORK,GCC,PRESCHOOL,62 EAST 92 STREET,MANHATTAN,10128,(212) 289-5683,2 YEARS - 5 YEARS,169,No,1047027.0,1015030044.0,108.0,5.0,16001.0,MN40,40.784393242572,-73.955410780178
DC35784,104563.0,Rainbow Child Development Center Inc.,GCC,PRESCHOOL,1-55 BORDEN  AVENUE,QUEENS,11101,(718) 361-2821,NO DATA,45,No,4541408.0,4000067501.0,402.0,26.0,100.0,QN31,40.742284631951,-73.959358180588
DC37798,105248.0,"PLAYHOUSE NYC, INC",GCC,PRESCHOOL,29-22 NORTHERN BOULEVARD,QUEENS,11101,(718) 392-2783,2 YEARS - 5 YEARS,93,No,4596911.0,4002397501.0,401.0,26.0,17100.0,QN31,40.749254251128,-73.936612744038
DC14676,44957.0,"APPLE TREE DAYCARE AC, INC.",GCC,PRESCHOOL,440 EAST 48TH STREET,BROOKLYN,11203,(718) 287-7488,2 YEARS - 5 YEARS,34,No,3102758.0,3046950017.0,317.0,45.0,86000.0,BK91,40.651016375736,-73.932266555135
DC32822,103234.0,KUEI LUCK EARLY CHILDHOOD CENTER LLC,GCC,INFANT TODDLER,99-39 66  AVENUE,QUEENS,11374,(718) 679-9909,0 YEARS - 2 YEARS,10,No,4596346.0,4021160059.0,406.0,29.0,71304.0,QN17,40.728437232347,-73.854445838465
DC24647,23357.0,STRONG PLACE FOR HOPE DAY CARE,GCC,PRESCHOOL,333 2ND STREET,BROOKLYN,11215,(718) 499-0747,2 YEARS - 5 YEARS,91,No,3346912.0,3009690052.0,306.0,39.0,13500.0,BK37,40.673781197091,-73.983568246993
DC25976,55858.0,JOYFUL TOTS DAYCARE CENTER INC.,GCC,PRESCHOOL,265 LOTT AVENUE,BROOKLYN,11212,(718) 342-4225,2 YEARS - 5 YEARS,48,No,3085658.0,3038450047.0,316.0,41.0,92000.0,BK81,40.658554970699,-73.903601786942
DC25442,,YESHIVA BETH HILLEL OF WILLIAMSBURG,SBCC,PRESCHOOL,35 HEWES STREET,BROOKLYN,11249,(718) 802-9567,NO DATA,68,No,3060297.0,3022030024.0,301.0,33.0,53900.0,BK72,40.700732540689,-73.962113729319
DC10514,6808.0,NUESTROS NINOS DAY CARE CENTER III,GCC,PRESCHOOL,161 SOUTH 3 STREET,BROOKLYN,11211,(718) 388-5000,2 YEARS - 5 YEARS,35,No,3063127.0,3024180031.0,301.0,34.0,55100.0,BK73,40.712098388054,-73.96137139243
DC37019,104684.0,Congregation Ohr Shraga D'Veretzky,GCC,INFANT TODDLER,4205 AVENUE P,BROOKLYN,11234,(718) 252-7777,0 YEARS - 2 YEARS,24,No,3254600.0,3078610006.0,318.0,45.0,65000.0,BK58,40.619158792644,-73.934179290492
DC32827,101837.0,BUMBLEBEES -R-US INC.,GCC,INFANT TODDLER,823 CLASSON  AVENUE,BROOKLYN,11238,(718) 783-2337,0 YEARS - 2 YEARS,30,No,3029572.0,3011787502.0,308.0,35.0,21700.0,BK61,40.672600936168,-73.960886055749
DC44417,,MOSDOS SATMAR,SBCC,PRESCHOOL,6202 14 AVENUE,BROOKLYN,11219,(718) 508-4444,3 YEARS - 5 YEARS,NO DATA,No,3000000.0,3057330036.0,310.0,43.0,19200.0,BK88,40.626281185577,-73.997640388598
DC21237,27797.0,SUNSHINE NURSERY AND DAY CARE CENTER,GCC,PRESCHOOL,580 GATES AVENUE,BROOKLYN,11221,(718) 452-9740,2 YEARS - 5 YEARS,25,No,3051226.0,3018150038.0,303.0,36.0,26500.0,BK75,40.687140460238,-73.942423207627
DC274,,ST. BENEDICT SCHOOL,SBCC,PRESCHOOL,1016 EDISON AVENUE,BRONX,10465,(718) 829-9557,3 YEARS - 5 YEARS,NO DATA,No,2076457.0,2054210005.0,210.0,13.0,16400.0,BX52,40.832159760711,-73.825540078522
DC12024,7503.0,"SHIRA HEAD START BAIS YAAKOV I,II,III,IV,V,VL,VLL",GCC,PRESCHOOL,4502 14 AVENUE,BROOKLYN,11219,(718) 435-5755,2 YEARS - 5 YEARS,88,No,3136746.0,3056170038.0,312.0,44.0,23200.0,BK88,40.635843372051,-73.987688622943
DC14723,7227.0,"YESHIVATH KEHILATH YAKOV, INC",GCC,PRESCHOOL,1402 40 STREET,BROOKLYN,11218,(718) 907-9965,2 YEARS - 5 YEARS,121,No,3124884.0,3053450006.0,312.0,39.0,23000.0,BK88,40.638502653751,-73.984315607733
DC36767,104613.0,WORLD OF WONDERS,GCC,PRESCHOOL,6705 13TH  AVENUE,BROOKLYN,11219,(929) 275-3551,2 YEARS - 5 YEARS,58,No,3142893.0,3057687505.0,310.0,43.0,19600.0,BK30,40.624686455019,-74.00285308001
DC43176,106218.0,"BRONX COMMUNITY COLLEGE ASSOCIATION, INC.",GCC,INFANT TODDLER,2010 SEDGWICK AVENUE,BRONX,10453,(718) 289-5335,0 YEARS - 2 YEARS,20,No,2116208.0,2032220062.0,205.0,14.0,24900.0,BX36,40.857521296285,-73.915964917962
DC1394,,ST. JOSEPH PRESCHOOL,SBCC,PRESCHOOL,850 HYLAN BOULEVARD,STATEN ISLAND,10305,(718) 981-1187,3 YEARS - 5 YEARS,25,No,5113347.0,5030950021.0,502.0,50.0,2002.0,SI14,40.599035895507,-74.071828845964
DC10485,,DIVINE MERCY CATHOLIC ACADEMY,SBCC,PRESCHOOL,101-60 92ND STREET,QUEENS,11416,(718) 845-3074,2 YEARS - 5 YEARS,NO DATA,No,4438502.0,4090980022.0,409.0,32.0,4001.0,QN53,40.683162538227,-73.848368734565
DC2249,,HOLY MARTYRS,SBCC,PRESCHOOL,209-15 HORACE HARDING EXPRESSWAY,QUEENS,11364,(718) 225-4826,3 YEARS - 5 YEARS,38,No,4160654.0,4074600027.0,411.0,23.0,140300.0,QN46,40.746102295327,-73.767625732483
DC18823,7955.0,AMY'S ACADEMY,GCC,PRESCHOOL,102 FENIMORE STREET,BROOKLYN,11225,(718) 462-3200,2 YEARS - 5 YEARS,40,No,3115513.0,3050420029.0,309.0,40.0,79601.0,BK60,40.658154452591,-73.958840171425
DC2478,,Saint Bartholomew Catholic Academy,SBCC,PRESCHOOL,44-15 JUDGE STREET,QUEENS,11373,(718) 446-7575,3 YEARS - 5 YEARS,NO DATA,No,4439252.0,4015710019.0,404.0,25.0,46700.0,QN29,40.742956484595,-73.877448950397
DC32173,103942.0,FIDELIS EARLY CHILDHOOD CENTER LLC,GCC,INFANT TODDLER,890 PROSPECT AVENUE,BRONX,10459,(718) 991-4570,0 YEARS - 2 YEARS,28,No,2113129.0,2026907502.0,202.0,17.0,12901.0,BX33,40.820812345705,-73.901136594074
DC2543,,SAINT THOMAS APOSTLE CATHOLIC ACADEMY,SBCC,PRESCHOOL,87-49 87 STREET,QUEENS,11421,(718) 847-3904,3 YEARS - 5 YEARS,NO DATA,No,4438403.0,4089250026.0,409.0,32.0,1600.0,QN53,40.69182782914,-73.856931280905
DC33908,104284.0,"PRESCHOOL R US 3, INC.",GCC,PRESCHOOL,81-15 QUEENS BLVD,QUEENS,11373,(718) 898-1010,2 YEARS - 5 YEARS,130,No,4535031.0,4015407501.0,404.0,25.0,48500.0,QN50,40.737782580359,-73.882680025085
DC34282,104392.0,"PLAYGARDEN ASSOCIATES, LLC",GCC,PRESCHOOL,95 FRANKLIN STREET,MANHATTAN,10013,(212) 965-9717,2 YEARS - 5 YEARS,40,No,1001895.0,1001747502.0,101.0,1.0,3300.0,MN24,40.718148761509,-74.005090104634
DC21637,45398.0,ST. JEMUEL GROUP FAMILY DAY CARE INC,GCC,PRESCHOOL,2836 WEBB AVENUE,BRONX,10468,(718) 601-9753,2 YEARS - 5 YEARS,58,No,2130753.0,2032500062.0,208.0,14.0,26702.0,BX28,40.872983937806,-73.900733295939
DC20277,8094.0,"BLUE'S CLUE'S DC ,INC.",GCC,INFANT TODDLER,2249 EAST 21ST STREET,BROOKLYN,11229,(718) 676-0420,0 YEARS - 2 YEARS,15,No,3199861.0,3073540042.0,315.0,48.0,57800.0,BK44,40.597870020823,-73.950055217695
DC21648,13877.0,BAMBI CHILD CARE (PRESCHOOL),GCC,PRESCHOOL,1218 PROSPECT AVENUE,BROOKLYN,11218,(718) 499-2299,2 YEARS - 5 YEARS,20,No,3398043.0,3052740009.0,307.0,39.0,50202.0,BK40,40.653347777275,-73.976210475392
DC1359,7218.0,BETH JACOB JEWISH ED. CTR,GCC,PRESCHOOL,102-35 63 ROAD,QUEENS,11375,(718) 896-4444,2 YEARS - 5 YEARS,175,No,4051133.0,4021240053.0,406.0,24.0,71900.0,QN17,40.73315469722,-73.8538220889
DC22799,28517.0,"LIBERTY DAY CARE SERVICE, INC.",GCC,INFANT TODDLER,478 EAST 95TH STREET,BROOKLYN,11212,(718) 498-4384,0 YEARS - 2 YEARS,25,No,3102590.0,3046910028.0,317.0,41.0,88800.0,BK96,40.655837248133,-73.91713899038
DC40803,105865.0,MSH 1538 LLC,GCC,INFANT TODDLER,1538 2 AVENUE,MANHATTAN,10028,(212) 837-1746,0 YEARS - 2 YEARS,62,No,1090305.0,1015437503.0,108.0,5.0,13800.0,MN32,40.774105538773,-73.954478968231
DC40629,105508.0,SCO Family of Services,GCC,PRESCHOOL,3811 27TH ST,QUEENS,11101,(718) 487-7070,2 YEARS - 5 YEARS,129,No,4004679.0,4003860007.0,401.0,26.0,3100.0,QN68,40.755149235032,-73.935246347405
DC42260,106313.0,SHIRA'S DAYCARE INC.,GCC,PRESCHOOL,455 OCEAN PARKWAY,BROOKLYN,11218,(646) 240-5028,2 YEARS - 5 YEARS,32,No,3126839.0,3053900074.0,312.0,39.0,49000.0,BK41,40.637408114225,-73.972966216687
DC39239,,Bnos Margulia,SBCC,PRESCHOOL,971 41 STREET,BROOKLYN,11219,(718) 234-2050,3 YEARS - 5 YEARS,NO DATA,No,3398188.0,3055860033.0,312.0,38.0,11000.0,BK34,40.644031605952,-73.994944398647
DC14770,7640.0,LIGHT AND BRIGHT EARLY LEARNING CENTER,GCC,PRESCHOOL,1185 EAST 223RD STREET,BRONX,10466,(646) 662-4708,2 YEARS - 5 YEARS,28,No,2065873.0,2049020003.0,212.0,12.0,38600.0,BX03,40.881826901585,-73.847577572261
DC37474,105131.0,"CHABAD ISRAEL CENTER OF THE UPPER EAST SIDE, INC.",GCC,PRESCHOOL,1766 - 1768 2ND AVE,MANHATTAN,10128,(212) 831-2770,2 YEARS - 5 YEARS,60,No,1090538.0,1015550001.0,108.0,5.0,15400.0,MN32,40.781772027553,-73.948884024912
DC43285,106273.0,NACHAS DAYCARE INC.,GCC,PRESCHOOL,2177 60 STREET,BROOKLYN,11204,(718) 517-8030,2 YEARS - 5 YEARS,91,No,3429049.0,3055157502.0,312.0,44.0,24600.0,BK88,40.617119963954,-73.979133823321
DC15129,,BRITISH INTERNATIONAL SCHOOL,SBCC,PRESCHOOL,20 WATERSIDE PLAZA,MANHATTAN,10010,(212) 695-5980,3 YEARS - 5 YEARS,45,No,1083709.0,1009910060.0,106.0,4.0,6200.0,MN20,40.737252279703,-73.974159652212
DC42433,106219.0,Atelier de la casa LLC,GCC,PRESCHOOL,66 NASSAU AVENUE,BROOKLYN,11222,(347) 885-6339,2 YEARS - 5 YEARS,20,No,3426092.0,3026797504.0,301.0,33.0,56900.0,BK76,40.723515624571,-73.951512019729
DC22779,,YESHIVA BNOS SPINKA,SBCC,PRESCHOOL,127 WALLABOUT STREET,BROOKLYN,11206,(718) 254-8005,3 YEARS - 5 YEARS,NO DATA,No,3335371.0,3022390001.0,301.0,33.0,53100.0,BK75,40.699914961678,-73.955485531869
DC10745,6064.0,"SHIRA ASSOCIATION, INC.",GCC,PRESCHOOL,1975 51ST STREET,BROOKLYN,11204,(718) 435-7700,2 YEARS - 5 YEARS,39,No,3129528.0,3054620045.0,312.0,44.0,46400.0,BK88,40.624643195387,-73.977946282024
DC17623,7920.0,"SETON FOUNDATION FOR LEARNING, INC.",GCC,PRESCHOOL,850 HYLAN BOULEVARD,STATEN ISLAND,10305,(718) 876-0939,2 YEARS - 5 YEARS,64,No,5113347.0,5030950021.0,502.0,50.0,2002.0,SI14,40.599035895507,-74.071828845964
DC39362,,TREVOR DAY SCHOOL,SBCC,PRESCHOOL,1 WEST   88 STREET,MANHATTAN,10024,(212) 426-3305,3 YEARS - 5 YEARS,NO DATA,No,1077191.0,1012020026.0,107.0,6.0,17300.0,MN12,40.786774618389,-73.968803037552
DC20771,,BEIS CHAYA MUSKA SCHOOL,SBCC,PRESCHOOL,1505 CARROLL STREET,BROOKLYN,11213,(718) 756-0770,2 YEARS - 5 YEARS,NO DATA,No,3037851.0,3014060044.0,309.0,35.0,33500.0,BK63,40.666464251842,-73.937549628229
DC15271,7684.0,ASSOCIATION TO BENEFIT CHILDREN,GCC,INFANT TODDLER,404 EAST 91ST STREET,MANHATTAN,10128,(212) 369-2010,0 YEARS - 2 YEARS,17,No,1050741.0,1015700046.0,108.0,5.0,15200.0,MN32,40.779899102602,-73.946679267123
DC17195,7783.0,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",GCC,INFANT TODDLER,220 HENDRIX STREET,BROOKLYN,11207,(718) 647-0966,0 YEARS - 2 YEARS,38,No,3327068.0,3039470005.0,305.0,37.0,119800.0,BK82,40.677056739512,-73.890502427245
DC2537,,SAINT NICHOLAS OF TOLENTINE CATHOLIC ACADEMY,SBCC,PRESCHOOL,80-22 PARSONS BOULEVARD,QUEENS,11432,(718) 380-1900,3 YEARS - 5 YEARS,74,No,4439698.0,4067130041.0,408.0,24.0,77905.0,QN37,40.719419705047,-73.808909837576
DC41664,106184.0,LITTLE STARS CHILDCARE PROGRAM III CORP.,GCC,PRESCHOOL,1073 SUMMIT AVENUE,BRONX,10452,(917) 736-6737,2 YEARS - 5 YEARS,39,No,2003492.0,2025260076.0,204.0,16.0,19300.0,BX26,40.835122149272,-73.929129530148
DC2635,6952.0,EAST RIVER CHILD DEVELOPMENT CENTER,GCC,PRESCHOOL,570 GRAND STREET,MANHATTAN,10002,(212) 254-7301,NO DATA,37,No,1083419.0,1003210001.0,103.0,1.0,1001.0,MN28,40.713716920308,-73.979135931707
DC11205,7132.0,"PRECIOUS MOMENTS DAY CARE CENTER, INC.",GCC,INFANT TODDLER,61-30 GRAND AVENUE,QUEENS,11378,(718) 416-1624,0 YEARS - 2 YEARS,9,No,4060644.0,4027130021.0,405.0,30.0,52100.0,QN30,40.721981571084,-73.904007547535
DC32714,103611.0,MY TREEHOUSE,GCC,INFANT TODDLER,46-07 VERNON BOULEVARD,QUEENS,11101,(347) 533-2521,0 YEARS - 2 YEARS,36,No,4000394.0,4000480047.0,402.0,26.0,700.0,QN31,40.746602373827,-73.952790780053
DC14874,6822.0,UNIVERSITY SETTLEMENT SOCIETY  OF NEW YORK,GCC,INFANT TODDLER,184 ELDRIDGE STREET,MANHATTAN,10002,(212) 453-4511,0 YEARS - 2 YEARS,8,No,1005483.0,1004150018.0,103.0,1.0,1800.0,MN27,40.720646233925,-73.990674404347
DC36838,105240.0,Up N Top Inc,GCC,INFANT TODDLER,12-45 150 STREET,QUEENS,11357,(718) 357-1888,0 YEARS - 2 YEARS,6,No,4102700.0,4045180008.0,407.0,19.0,98100.0,QN49,40.789633878933,-73.814113710158
DC40140,,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,SBCC,PRESCHOOL,2351 1 AVENUE,MANHATTAN,10035,(914) 327-5013,3 YEARS - 5 YEARS,NO DATA,No,1054786.0,1017970100.0,111.0,8.0,19400.0,MN34,40.798877567038,-73.933318267703
DC44015,,Rebecca School,SBCC,PRESCHOOL,35 EAST 21 STREET,MANHATTAN,10010,(212) 810-4120,3 YEARS - 5 YEARS,NO DATA,No,1080768.0,1008500025.0,105.0,2.0,5600.0,MN13,40.739568485824,-73.988871049761
DC32231,73899.0,THE HUDSON GUILD,GCC,PRESCHOOL,206 WEST 64 STREET,MANHATTAN,10023,(646) 480-8262,2 YEARS - 5 YEARS,48,No,1082576.0,1011540101.0,107.0,6.0,15100.0,MN14,40.773616859128,-73.985583428502
DC26179,72979.0,BANK STREET COLLEGE OF EDUCATION,GCC,PRESCHOOL,535 EAST 5TH STREET,MANHATTAN,10009,(212) 875-4734,2 YEARS - 5 YEARS,68,No,1087322.0,1004010046.0,103.0,2.0,3200.0,MN22,40.724477119155,-73.983487151053
DC2130,6926.0,THE CHILDREN'S AID SOCIETY,GCC,PRESCHOOL,465 WEST 167 STREET,MANHATTAN,10032,(212) 740-8655,2 YEARS - 5 YEARS,55,No,1081842.0,1021120001.0,112.0,10.0,24900.0,MN36,40.838947320842,-73.936837761204
DC21161,103781.0,TASHBAR LEARNING CENTER,GCC,PRESCHOOL,1349 50TH STREET,BROOKLYN,11219,(718) 436-1234,2 YEARS - 5 YEARS,102,No,3137766.0,3056420053.0,312.0,44.0,23600.0,BK88,40.633812587314,-73.991608919754
